label,cluster_no
mungbean,2
mungbean,2
mungbean,2
mungbean,0
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,0
mungbean,0
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,0
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,0
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,0
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,0
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,0
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
blackgram,0
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,2
blackgram,2
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,0
blackgram,0
blackgram,2
blackgram,0
blackgram,2
blackgram,0
blackgram,0
blackgram,0
blackgram,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,7
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,7
lentil,0
lentil,0
lentil,7
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,3
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,7
lentil,7
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
lentil,0
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,2
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
pomegranate,5
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
banana,1
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,0
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,2
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,0
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,0
mango,3
mango,3
mango,0
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,2
mango,3
mango,3
mango,3
mango,3
mango,3
mango,0
mango,3
mango,3
mango,3
mango,0
mango,0
mango,3
mango,3
mango,3
mango,3
mango,0
mango,3
mango,3
mango,3
mango,3
mango,2
mango,3
mango,3
mango,3
mango,3
mango,0
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
mango,3
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
grapes,4
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
watermelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
muskmelon,1
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
apple,4
orange,5
orange,2
orange,5
orange,5
orange,2
orange,2
orange,2
orange,2
orange,2
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,2
orange,2
orange,2
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,2
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,5
orange,5
orange,5
orange,5
orange,5
orange,2
orange,2
orange,2
orange,5
orange,5
orange,5
orange,2
orange,2
orange,2
orange,2
orange,5
orange,5
orange,2
orange,2
orange,2
orange,5
orange,2
orange,5
orange,5
papaya,5
papaya,2
papaya,2
papaya,5
papaya,2
papaya,5
papaya,5
papaya,5
papaya,5
papaya,2
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,5
papaya,2
papaya,5
papaya,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,5
papaya,2
papaya,5
papaya,5
papaya,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,2
papaya,1
papaya,2
papaya,2
papaya,2
papaya,5
papaya,5
papaya,2
papaya,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,1
papaya,2
papaya,1
papaya,2
papaya,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,1
papaya,2
papaya,2
papaya,5
papaya,5
papaya,5
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,5
papaya,2
papaya,2
papaya,2
papaya,2
papaya,2
papaya,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,2
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
coconut,5
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
cotton,1
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,1
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
jute,5
coffee,5
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,1
coffee,5
coffee,5
coffee,1
coffee,1
coffee,1
coffee,5
coffee,5
coffee,5
coffee,1
coffee,5
coffee,5
coffee,5
coffee,1
coffee,1
coffee,5
coffee,5
coffee,5
coffee,5
coffee,1
coffee,5
coffee,1
coffee,1
coffee,1
coffee,5
coffee,1
coffee,5
coffee,1
coffee,1
coffee,5
coffee,1
coffee,5
coffee,5
coffee,1
coffee,5
coffee,5
coffee,5
coffee,1
coffee,1
coffee,5
coffee,1
coffee,5
coffee,1
coffee,1
coffee,5
coffee,5
coffee,1
coffee,1
coffee,5
coffee,5
coffee,5
coffee,5
coffee,1
coffee,5
